State,Year,Mo,Day,Victim,County,Race,Sex,Mob,Offense,Note,2nd Name,3rd Name,Comments,Source
AR,1891,12,21,J.A. Smith,Arkansas,Wht,Male,,Murder,,,,,
AR,1891,12,21,Floyd Gregory,Arkansas,Wht,Male,,Murder,,,,,
AR,1891,12,21,Mose Henderson,Arkansas,Blk,Male,,Murder,,,,,
AR,1904,3,24,James Smith,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,24,Charles Smith,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,24,Mack Baldwin,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,24,Abe Bailey,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,24,Garrett Flood,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,25,Perry Carter,Arkansas,Blk,Male,,Race troubles,,,,,
AR,1904,3,26,Henry Griffin,Arkansas,Blk,Male,,Murderous assault,Uncertain,,,,
AR,1904,3,26,Walker Griffin,Arkansas,Blk,Male,,Murderous assault,Uncertain,Walter Griffin,,,
AR,1916,8,9,Unnamed Negro,Arkansas,Blk,Male,,Attempted criminal assault,,,,,
AR,1916,10,8,Frank Dodd,Arkansas,Blk,Male,,Insulted women,,,,,
AR,1891,6,19,Henry Jones,Ashley,Blk,Male,Blk,Murder,,,,,
AR,1892,7,30,Eugene Baker,Ashley,Blk,Male,Blk,Shot man,,,,,
AR,1895,6,17,Frank King,Ashley,Blk,Male,Blk,Shot man & adultry,,,,,
AR,1899,7,23,Chick Davis,Ashley,Blk,Male,,Murder,Uncertain,Chich Davis,,,
AR,1904,2,19,Glenco Bays,Ashley,Blk,Male,,Murder,,Clence Days,Glenco Days,,
AR,1904,9,4,Unnamed Negro,Ashley,Blk,Male,,Assault,,,,,
AR,1908,6,19,Ernest Williams,Ashley,Blk,Male,Blk,Obscene language,,Earnest Williams,,,
AR,1909,5,30,Joseph Blakely,Ashley,Blk,Male,,Brother of murder,,,,,
AR,1927,8,25,Winston Pounds,Ashley,Blk,Male,,Attempted rape,,,,,
AR,1894,2,27,Anderson Carter,Baxter,Unk,Male,,Murder & robbery,,,,,
AR,1894,2,27,Bud Montgomery,Baxter,Unk,Male,,Murder & robbery,,Jasper Newton,,,
AR,1919,11,20,T.T. Lee,Baxter,Unk,Male,,Murder,,,,,
AR,1923,1,16,E.C. Gregor,Boone,Wht,Male,,Railroad striker,Uncertain,E. C. Bregor,,,
AR,1887,1,20,— Hamilton,Bradley,Wht,Male,,Murder,Uncertain,,,,
AR,1887,1,20,— Midburry,Bradley,Wht,Male,,Murder,Uncertain,— Lundberry,— Tudberry,,
AR,1887,6,30,Henry Hamilton,Bradley,Wht,Male,,Murder,,Henry Hamelton,,,
AR,1890,8,12,Wm. Beaver,Bradley,Blk,Male,,Criminal assault (rape),,,,,
AR,1896,4,18,Jefferson Gardner,Bradley,Blk,Male,,Rape,,,,,
AR,1903,4,6,John Turner,Bradley,Blk,Male,,Attempted rape,,,,,
AR,1895,7,14,Unnamed Negro,Calhoun,Blk,Male,,Murder,,,,,
AR,1895,7,14,Unnamed Negro,Calhoun,Blk,Male,,Murder,,,,,
AR,1887,7,25,Wm. Morrison,Carroll,Wht,Male,,Child abuse,,,,,
AR,1891,7,19,John Farmer,Chicot,Blk,Male,Blk,Murder,,John Darmer,,,
AR,1903,11,3,Henry Johnson,Chicot,Blk,Male,,Murder,,,,,
AR,1921,11,23,Robert Hicks,Chicot,Blk,Male,,Writing to white woman  ,,,,,
AR,1892,8,22,— Bowles,Clark,Blk,Male,,Criminal assault (rape),,,,,
AR,1903,4,23,Alexander Thompson,Clark,Blk,Male,,Murderous assault,,,,,
AR,1887,12,29,Wm. Herring,Clay,Wht,Male,,Murder,,Wm. Herrig,,,
AR,1899,7,7,Bud Brake,Clay,Wht,Male,,Complicity in murder,,,,,
AR,1898,4,2,Wm. Mercer,Cleburne,Wht,Male,,Rape & murder,Uncertain,,,,
AR,1897,10,13,Thomas Parker,Cleveland,Blk,Male,,Murder,,,,,
AR,1898,7,4,Goode Gray,Cleveland,Blk,Male,,Murder,,,,,
AR,1894,6,22,Henry Capus,Columbia,Blk,Male,,Criminal assault (rape),,,,,
AR,1902,7,27,Lee Newton,Columbia,Blk,Male,,Attempted rape,,,,,
AR,1919,11,11,Jordan Jameson,Columbia,Blk,Male,,Murder,,,,,
AR,1891,11,7,Wm. Rice,Conway,Blk,Male,,Unknown,Uncertain,,,,
AR,1893,4,19,Flannegan Thornton,Conway,Blk,Male,,Murder,,,,,
AR,1912,7,4,John Williams,Conway,Blk,Male,,Murder  ,,,,,
AR,1922,12,9,Less Smith,Conway,Blk,Male,,Murderous assault,,,,,
AR,1920,12,26,Wade Thomas,Craighead,Blk,Male,,Murder,,Boll Weevil,,,
AR,1882,8,25,Frank Lane,Crawford,Wht,Male,,Murder,Uncertain,,,,
AR,1890,2,13,George Corvett,Crittenden,Wht,Male,,Rape & murder,,,,,
AR,1900,6,17,Nat Mullens,Crittenden,Blk,Male,,Murder,Uncertain,,,,
AR,1903,7,22,John Gilbert,Crittenden,Blk,Male,,Murder,,,,,
AR,1915,7,8,Warren Fox,Crittenden,Blk,Male,,Murder,,,,,
AR,1917,2,8,James Smith,Crittenden,Blk,Male,,Murder,,Coy Anderson,,,
AR,1910,3,18,Robert Austin,Crittendon,Blk,Male,,Jailbreak,,,,,
AR,1910,3,18,Charley Richardson,Crittendon,Blk,Male,,Jailbreak,,Charles Richards,,,
AR,1892,6,29,Unnamed Negro,Cross,Blk,Male,Blk,Criminal assault (rape),Uncertain,,,,
AR,1893,12,2,Robert Greenwood,Cross,Blk,Male,,Unknown,,,,,
AR,1902,11,20,Lige Wells,Cross,Blk,Male,,Murderous assault,,Elijah Wells,,,
AR,1892,7,14,Julien Mosely,Desha,Blk,Male,Blk,Rape,,Julian Moseley,,,
AR,1894,9,22,Luke Washington,Desha,Blk,Male,Blk,Murder,,,,,
AR,1894,9,22,Richard Washington,Desha,Blk,Male,Blk,Murder,,,,,
AR,1894,9,22,Henry Robinson,Desha,Blk,Male,Blk,Murder,,Henry Crobyson,,,
AR,1911,9,27,Charles Malpass,Desha,Wht,Male,,Father of murder,,Charles Molpass,,,
AR,1921,5,11,Leroy Smith,Desha,Blk,Male,,Attacked man and woman,,,,,
AR,1886,12,1,Buck Hunter,Drew,Blk,Male,,Assault,,,,,
AR,1892,2,8,Henry Beavers,Drew,Blk,Male,,Assaulted woman,,,,,
AR,1895,8,22,James Jones,Drew,Blk,Male,,Murder,,,,,
AR,1898,7,14,James Redd,Drew,Blk,Male,,Murder,,James Reid,,,
AR,1898,7,14,Alexander Johnson,Drew,Blk,Male,,Murder,,,,,
AR,1905,7,5,Joe Woodman,Drew,Blk,Male,,Eloped with white girl,,James Woodman,,,
AR,1906,7,8,Wm. Anderson,Drew,Blk,Male,,Robbery & Sexual assault,,,,,
AR,1921,3,22,Phillip Slater,Drew,Blk,Male,,Assaulted woman,,,,,
AR,1884,2,20,Thoman Wilson,Faulkner,Blk,Male,,Attempted rape,,,,,
AR,1895,11,3,Albert England,Faulkner,Wht,Male,,Burglary,,,,,
AR,1897,9,11,D.T. Watson,Faulkner,Blk,Male,,Race prejudice,Uncertain,,,,
AR,1905,9,22,Frank Brown,Faulkner,Blk,Male,,Rape & murder,,,,,
AR,1910,12,26,Oscar Chitwood,Garland,Wht,Male,,Murder,,,,,
AR,1913,6,19,Will Norman,Garland,Blk,Male,,Murder & attempted rape,,,,,
AR,1916,1,15,Will Warren,Garland,Blk,Male,,Slapped white boys,,,,,
AR,1922,8,1,Bunk Harris,Garland,Blk,Male,,Burglary & assault,,Gilbert Harris,,,
AR,1883,8,4,— Barker,Grant,Wht,Male,,Murder,,—Baker,,,
AR,1903,10,5,Edward  McCollum,Grant,Blk,Male,,Murderous assault,,Edw. McCallum,,,
AR,1904,12,31,White Jetton,Hempstead,Blk,Male,,Shot man,,White Jetten,,,
AR,1909,1,18,John Dillard,Hempstead,Blk,Male,,Attempted assault,,,,,
AR,1911,10,17,Charles Lewis,Hempstead,Blk,Male,,Threats to kill,Uncertain,,,,
AR,1921,3,15,Brownie Tuggles,Hempstead,Blk,Male,,Rape,,Brownie Tutt,,,
AR,1922,7,28,John West,Hempstead,Blk,Male,,Quarrel with white man,,,,,
AR,1922,2,4,Harry Harrison,Hot Spring,Blk,Male,,Frightening girls,,John Harrison,,,
AR,1894,12,11,Unnamed Negro,Howard,Blk,Male,,Rape,,,,,
AR,1897,8,23,Bill Wiley Douglass,Izard,Blk,Male,,Murder,,Wm. Wyatt,,,
AR,1887,8,1,Leonard Boyd,Jackson,Wht,Male,,Murder,,,,,
AR,1892,12,9,— Lightfoot,Jackson,Blk,Male,Blk,Fraud,,,,,
AR,1904,12,31,Louis Allwhite,Jackson,Wht,Male,,Rape & murder,,,,,
AR,1914,10,25,Howard Davis,Jackson,Blk,Male,,Murder,,Howie Davis,Joe Davis,,
AR,1918,12,18,Willie Robin,Jackson,Blk,Male,,Murder,,C. C. Cunningham,Willis Robinson,,
AR,1885,7,23,David Scruggs,Jefferson,Blk,Male,Blk,Incest,,,,,
AR,1892,2,14,Culbert Harris,Jefferson,Blk,Male,,Accomplice to murder,,Gilbert Harris,,,
AR,1892,2,14,John Kelly,Jefferson,Blk,Male,,Murder,,,,,
AR,1903,7,20,Crane Green,Jefferson,Blk,Male,,Assaulted girl (rape),,,,,
AR,1909,5,25,Lovette Davis,Jefferson,Blk,Male,,Robbery & assault,,,,,
AR,1910,3,25,"""Judge"" Jones",Jefferson,Blk,Male,,Harrassing white woman,,,,,
AR,1926,10,30,Bud Nelson,Jefferson,Blk,Male,,Murder,Uncertain,,,,
AR,1901,5,12,Lee Key,Johnson,Blk,Male,Blk,Terrorism,,,,,
AR,1885,9,2,George Crenshaw,Lafayette,Blk,Male,,Murder,,,,,
AR,1907,3,18,Unnamed Negro,Lafayette,Blk,Fe,,Murderous assault,,,,,
AR,1907,3,18,Unnamed Negro,Lafayette,Blk,Fe,,Murderous assault,,,,,
AR,1915,6,15,Loy Haley,LaFayette,Blk,Male,,Murder,,,,,
AR,1926,8,11,Charles Powell,Lafayette,Blk,Male,,Murder,,Judge Powell,,,
AR,1887,5,21,Andrew Springer,Lawrence,Unk,Male,,Rape,,,,,
AR,1883,5,26,Unnamed Negro,Lee,Blk,Male,,Arson,,,,,
AR,1891,10,1,Edward Peyton,Lee,Blk,Male,,Rioting,,,,,
AR,1891,10,1,Ben Patterson,Lee,Blk,Male,,Rioting,,,,,
AR,1892,6,30,Robert Donnelly,Lee,Blk,Male,Blk,Rape                   ,,,,,
AR,1900,5,.,John Brodie,Lee,Blk,Male,,Murderous assault,Uncertain,,,,
AR,1905,4,17,John Barnett,Lee,Blk,Male,Blk,Murder,,John Barrett,,,
AR,1919,10,20,Alexander Wilson,Lee,Blk,Male,,Murder  ,,,,,
AR,1892,2,23,George Harris,Lincoln,Blk,Male,,Murder,,,,,
AR,1893,7,15,John Cotton,Lincoln,Blk,Male,,Attempted assault (rape),,,,,
AR,1893,11,13,David Nelson,Lincoln,Blk,Male,Blk,Murder,,,,,
AR,1910,6,13,Wm. Hunter,Lincoln,Blk,Male,,Entered woman's bedroom,,,,,
AR,1919,6,13,Clyde Ellison,Lincoln,Blk,Male,,Attempted rape,,,,,
AR,1919,9,1,Flinton Briggs,Lincoln,Blk,Male,,Indecent proposals,,Clinton Briggs,,,
AR,1883,5,25,Joseph Young,Little River,Blk,Male,,Rape,,James Young,,,
AR,1899,3,18,General Duckert,Little River,Blk,Male,,Murder,,General Duckett,,,
AR,1899,3,21,Edward Goodwin,Little River,Blk,Male,,Threats against whites,,,,,
AR,1899,3,22,Moses Jones,Little River,Blk,Male,,Threats against whites,,,,,
AR,1899,3,22,Joseph King,Little River,Blk,Male,,Threats against whites,,,,,
AR,1902,3,9,Hosey McCoy,Little River,Blk,Male,,Rape,Uncertain ,Horace McCoy,,,
AR,1910,5,13,Doc McClain,Little River,Blk,Male,,Assault,,"""Dock"" McLane",,,
AR,1917,8,8,Aaron Jimerson,Little River,Blk,Male,,Shot man,,,,,
AR,1884,7,28,Dan C. Oliver,Logan,Blk,Male,,Attempted rape,,,,,
AR,1882,6,4,Unnamed Negro,Lonoke,Blk,Male,,Rape,,,,,
AR,1882,6,4,Unnamed Negro,Lonoke,Blk,Male,,Rape,,,,,
AR,1882,6,4,Unnamed Negro,Lonoke,Blk,Male,,Rape,,,,,
AR,1910,4,5,Laura Mitchell,Lonoke,Blk,Fe,Blk,Murder,,,,,
AR,1910,4,5,Frank Pride,Lonoke,Blk,Male,Blk,Murder,,,,,
AR,1917,9,13,Samuel Gates,Lonoke,Blk,Male,,Indecent proposals to girls,,,,,
AR,1886,11,13,Andrew J. Mulligan,Marion,Unk,Male,,Murder,,James Pages,,,
AR,1886,12,16,James Howard,Miller,Wht,Male,,Spouse abuse,,,,,
AR,1892,2,20,Ed Coy,Miller,Blk,Male,,Assaulted woman (rape),,,,,
AR,1898,6,3,Ben Hayden,Miller,Blk,Male,,Assaulted girl (rape),,Bud Hayden,Levi Hayden,,
AR,1906,10,9,Anthony Davis,Miller,Blk,Male,,Attempted rape,,,,,
AR,1917,7,30,Andrew Avery,Miller,Blk,Male,,Robbery & assault,,,,,
AR,1922,5,19,Hullen Owens,Miller,Blk,Male,,Murder,,,,,
AR,1895,9,10,Will Caldwell,Mississippi,Blk,Male,,Murder & robbery,,,,,
AR,1895,9,10,John Thomas,Mississippi,Blk,Male,,Murder & robbery,,,,,
AR,1897,11,14,Henry Phillips,Mississippi,Blk,Male,,Murder,,"""Doc"" Jones",,,
AR,1899,4,30,Willis Sees,Mississippi,Blk,Male,,Barn-burning,,Willie Dees,,,
AR,1901,4,6,May Hearn,Mississippi,Wht,Male,,Murder,,,,,
AR,1903,9,18,— Hellom,Mississippi,Blk,Male,Blk,Assaulted girls,,— Hellem,,,
AR,1915,8,12,Andy Crum,Mississippi,Wht,Male,,Murder,,,,,
AR,1915,8,11,Bert Springs,Mississippi,Blk,Male,,Murder,,,,,
AR,1921,1,26,Henry Lowery,Mississippi,Blk,Male,,Murder,,Henry Oowry,,,
AR,1926,5,26,Albert Blades,Mississippi,Blk,Male,,Attacked girl,,Albert Blazes,,,
AR,1887,6,5,Unnamed Negro,Monroe,Blk,Male,,Rape,,,,,
AR,1893,1,10,Paul Stubbs,Monroe,Blk,Male,,Murder & robbery,,Paul Scroggs,,,
AR,1893,1,10,Henry Allen,Monroe,Blk,Male,,Murder & robbery,,,,,
AR,1896,7,30,Godfrey Gould,Monroe,Wht,Male,,Rape,,Gidfrey Gould,,,
AR,1898,8,10,Rilla Weaver,Monroe,Blk,Fe,,Murder,,,,,
AR,1898,6,12,Father of Ricks,Monroe,Blk,Male,,Complicity in rape,,Son of Moses Ricks,,,
AR,1898,6,13,Moses Ricks,Monroe,Blk,Male,,Rape,,,,,
AR,1898,8,10,Manse Castle,Monroe,Blk,Male,,Murder,,Castle Manse,,,
AR,1898,8,10,Dennis Ricord,Monroe,Blk,Male,,Murder,,,,,
AR,1898,8,10,Will Sanders,Monroe,Blk,Male,,Murder,,,,,
AR,1903,11,8,Z.C. Cadie,Monroe,Wht,Male,,Murder,,,,,
AR,1915,3,2,H.M. Candy,Monroe,Unk,Male,,Stealing,,W. M. Gandy,,,
AR,1915,3,2,Jeff Mansel,Monroe,Unk,Male,,Stealing,,,,,
AR,1891,12,12,Unnamed White,Nevada,Wht,Male,,Attempted rape,,,,,
AR,1901,7,29,— Siegler,Nevada,Blk,Male,,Murder,,— Seigler,,,
AR,1916,5,26,F.M. Gilmore,Nevada,Blk,Male,,Attempted assault,,Felix Gil[l]man,,,
AR,1919,1,30,John Kelfer,Newton,Wht,Male,,Murder,,John Keifer,,,
AR,1890,2,14,Henry Larkin,Ouachita,Blk,Male,,Murder,,Wm. Larkin,,,
AR,1892,8,8,Robert Jordan,Ouachita,Blk,Male,,Insulted white women,,Robert Jordon,,,
AR,1893,5,8,Abe Crane,Ouachita,Blk,Male,,Murder & robbery,,A.B. Cram,A.B. Crain,,
AR,1893,5,8,Dick Jansen,Ouachita,Blk,Male,,Murder & robbery,,,,,
AR,1893,5,8,James Stewart,Ouachita,Blk,Male,,Murder & robbery,,John Stewart,,,
AR,1902,9,3,Hog Wilson,Ouachita,Blk,Male,,Attempted rape,,,,,
AR,1925,5,29,George —,Ouachita,Blk,Male,,Attempted rape,,,,,
AR,1892,5,21,Charles Stewart,Perry,Wht,Male,,Murder,,Charles Stuart,,,
AR,1892,5,30,— McArthur,Perry,Wht,Male,,Advising murder,,,,,
AR,1892,5,30,— McArthur,Perry,Wht,Male,,Advising murder,,,,,
AR,1892,5,30,— McArthur,Perry,Wht,Male,,Advising murder,,,,,
AR,1889,12,31,Unnamed Negro,Phillips,Blk,Male,,Robbery & murder,Uncertain,,,,
AR,1890,1,1,Unnamed Negro,Phillips,Blk,Male,Blk,Complicity in murder,,,,,
AR,1921,11,18,Wm. Turner,Phillips,Blk,Male,,Rape,,,,,
AR,1927,6,8,Owens Fleming,Phillips,Blk,Male,,Murder,,Major Fleming,,,
AR,1889,1,13,Dan Reynolds,Phillips ,Blk,Male,Blk,Jilted girl,,Dean Reynolds,,,
AR,1885,9,6,— Polk (brother),Pike,Wht,Male,,Murder,,— Ford,,,
AR,1885,9,6,— Polk (brother),Pike,Wht,Male,,Murder,,— Ford,,,
AR,1885,10,20,— Churchill,Pike,Wht,Male,,Murder,,,,,
AR,1901,2,20,Peter Berryman,Polk,Blk,Male,,Assault,,,,,
AR,1912,8,19,Monroe Franklin,Pope,Blk,Male,,Criminal assault (rape) ,,,,,
AR,1909,12,19,George Bailey,Prairie,Blk,Male,,Shot man,,,,,
AR,1884,9,10,— Orton,Pulaski,Wht,Male,,Arson,,Matthew Orter[n],,,
AR,1889,12,15,Unnamed White,Pulaski,Wht,Male,,Robbery & murder,,,,,
AR,1889,12,15,Unnamed White,Pulaski,Wht,Male,,Robbery & murder,,,,,
AR,1889,12,15,Unnamed White,Pulaski,Wht,Male,,Robbery & murder,,,,,
AR,1889,12,15,Unnamed White,Pulaski,Wht,Male,,Robbery & murder,,,,,
AR,1892,5,13,Henry James,Pulaski,Blk,Male,,Assaulted girl (rape),,James Henry,,,
AR,1906,10,7,H. Blackburn,Pulaski,Blk,Male,,Mistaken identity,,,,,
AR,1927,5,4,John Carter,Pulaski,Blk,Male,,Attacked women,,,,,
AR,1901,3,23,George Shiverey,Randolph,Wht,Male,,Murder,,Geo. Stunly,Geo. Shurley,,
AR,1897,7,24,— Crownover,Saline,Unk,Male,,Theft,,,,,
AR,1900,6,18,Wm. Woodward,Searcy,Wht,Male,,Murder,,,,,
AR,1897,12,6,James Murray,Sebastian,Unk,Male,,Arrested a coal miner,,,,,
AR,1912,3,24,Sanford Lewis,Sebastian,Blk,Male,,Murder,,,,,
AR,1888,8,24,— Graves,Sevier,Blk,Male,,Rape,,,,,
AR,1894,5,21,J.H. Webster,St. Francis,Wht,Male,,Arresting whitecappers,,,,,
AR,1902,10,20,Charles Young,St. Francis,Blk,Male,,Rape & murder,,,,,
AR,1911,10,16,Nathan Lacey,St. Francis,Blk,Male,,Attempted rape   ,,Nathan Lucey,,,
AR,1915,12,3,Wm. Patrick,St. Francis,Blk,Male,,Murder  ,,,,,
AR,1919,4,23,Samuel McIntyre,St. Francis,Blk,Male,,Murder,,,,,
AR,1883,10,16,Wyatt Ames,Stone,Blk,Male,,Murder,,,,,
AR,1898,3,15,Unnamed Negro,Stone,Blk,Male,,Burglary,Uncertain,,,,
AR,1894,7,11,Unnamed Negro,Undetermined,Blk,Male,,Unknown,,,,,
AR,1894,7,11,Unnamed Negro,Undetermined,Blk,Male,,Unknown,,,,,
AR,1883,3,31,Albert Williams,Union,Blk,Male,,Rape,,,,,
AR,1904,8,30,— Bates,Union,Blk,Fe,,Unknown,Uncertain,,,,
AR,1904,8,30,— Stover,Union,Wht,Male,,Unknown,Uncertain,,,,
AR,1904,8,30,Smead Stith,Union,Blk,Male,,Frightened woman,Uncertain,,,,
AR,1910,7,6,Sam Powell,Union,Blk,Male,,Robbery & arson,,,,,
AR,1919,5,21,Frank Livingston,Union,Blk,Male,,Murder,,,,,
AR,1923,8,10,Edward Brock,Union,Blk,Male,,Insulted woman,,Edward Brooks,,,
AR,1894,2,9,Henry Bruce,Van Buren,Wht,Male,,Murder & robbery,,,,,
AR,1894,2,9,Robert Plunkett,Van Buren,Wht,Male,,Murder & robbery,,,,,
AR,1894,2,9,Charles Plunkett,Van Buren,Wht,Male,,Murder & robbery,,,,,
AR,1899,4,17,W.H. Hardin,Van Buren,Wht,Male,,Murder,,W. H. Harkin,,,
AR,1891,7,8,James Bailey,White,Blk,Male,,Rape,,,,,
AR,1900,5,25,S.A. Jenkins,White,Blk,Male,,Robbery,,,,,
AR,1910,7,5,Unnamed Negro,White,Blk,Male,,Mistaken identity,,,,,
AR,1893,8,5,Will McClendon,Woodruff,Blk,Male,,Murder,Uncertain,,,,
AR,1911,9,9,Arthur Dean,Woodruff,Blk,Male,Blk,Rape & murder,,Arthur Bear,,,
AR,1883,9,8,John Coker,Yell,Wht,Male,,Aiding outlaw,,,,,
AR,1883,9,8,Dr.  Flood,Yell,Wht,Male,,Aiding outlaw ,, ,,,
AR,1888,6,10,— Bryson,Yell,Wht,Male,,Attempted rape,,,,,
FL,1891,2,17,Michael Kelly,Alachua ,Wht,Male,,Complicity in murder,,,,,
FL,1891,8,24,Andy Ford,Alachua ,Wht,Male,,Desperado,,,,,
FL,1891,2,17,Tony Compion,Alachua ,Blk,Male,,Complicity in murder,,Tony Champion,,,
FL,1892,1,12,Henry Hinson,Alachua ,Blk,Male,,Murder,,Henry Henson,,,
FL,1892,9,6,Unnamed Negro,Alachua ,Blk,Male,,Arson,,,,,
FL,1894,1,12,Charles Wiley,Alachua ,Blk,Male,,Desperado,,Charles Willis,,,
FL,1895,4,2,Wm. Rawls,Alachua ,Blk,Male,,Murder,,Wm. Rawles,,,
FL,1896,11,26,Alfred Daniels,Alachua ,Blk,Male,,Arson,,Frank Williams,,,
FL,1902,9,1,Manny Price,Alachua ,Blk,Male,,Murder,,,,,
FL,1902,9,1,Robert Scruggs,Alachua ,Blk,Male,,Murder,,,,,
FL,1904,1,14,Jumbo Clark,Alachua ,Blk,Male,,Rape,,,,,
FL,1908,2,6,Jack Long,Alachua ,Wht,Male,,Murder,,John Long,,,
FL,1915,7,21,H. M. Owens,Alachua ,Wht,Male,,Murder,Uncertain,,,,
FL,1916,8,19,Stella Young,Alachua ,Blk,Fe,,Accessory to murder,,,,,
FL,1916,8,19,Mary Dennis,Alachua ,Blk,Fe,,Accessory to murder,,,,,
FL,1916,8,18,Jim Dennis,Alachua ,Blk,Male,,Accessory to murder,Uncertain,,,,
FL,1916,8,19,Bert Dennis,Alachua ,Blk,Male,,Accessory to murder,,,,,
FL,1916,8,19,Andrew McHenry,Alachua ,Blk,Male,,Accessory to murder,,,,,
FL,1916,8,19,Josh Baskins,Alachua ,Blk,Male,,Accessory to murder,,John Haskins,,,
FL,1923,1,17,Abraham Wilson,Alachua ,Blk,Male,,Theft,,,,,
FL,1926,12,27,George Buddington,Alachua ,Blk,Male,,Extorting debt,,George Buttington,,,
FL,1896,5,3,Charles Jones,Baker ,Blk,Male,,Unknown,Uncertain,,,,
FL,1901,5,8,Henry Johnson,Baker ,Blk,Male,,Murderous assault,,"""Gator"" Johnson",,,
FL,1920,10,5,Rayfield Givens,Baker ,Blk,Male,,Murder,,Ray Field,,,
FL,1920,10,5,Benjamin Givens,Baker ,Blk,Male,,Murder,,,,,
FL,1920,10,5,Fulton Smith,Baker ,Blk,Male,,Murder,,Milton Smith,,,
FL,1920,10,5,Samuel Duncan,Baker ,Blk,Male,,Murder,Uncertain,,,,
FL,1894,9,12,James Smith,Bradford ,Blk,Male,,Attempted rape,,,,,
FL,1897,11,25,Hicks Price,Bradford ,Blk,Male,,Rape,,,,,
FL,1903,10,9,Samuel Williams,Bradford ,Wht,Male,,Unknown,Uncertain,,,,
FL,1903,7,17,John Adams,Bradford ,Blk,Male,Blk,Rape,,,,,
FL,1921,5,9,Sam Ballinger,Bradford ,Blk,Male,,Murder,,,,,
FL,1896,9,15,Charles Harris,Brevard ,Blk,Male,,Rape,,,,,
FL,1926,7,11,James Clark,Brevard ,Blk,Male,,Unknown,Uncertain,,,,
FL,1886,10,24,John Renew,Calhoun ,Unk,Male,,Murder,,John Remer,,,
FL,1886,10,24,Lot Renew,Calhoun ,Unk,Male,,Murder,,Lott Remer,,,
FL,1888,8,15,Nash Griffin,Calhoun ,Blk,Male,,Insulting notes to wh. woman,,Noah Griffin,,,
FL,1913,7,10,"""Kid"" Tempers",Calhoun ,Blk,Male,,Assisted murder,,,,,
FL,1892,4,19,Jerry Williams,Citrus ,Blk,Male,,Murder,,,,,
FL,1892,4,19,Wm. Williams,Citrus ,Blk,Male,,Murder,,,,,
FL,1892,4,19,George Davis,Citrus ,Blk,Male,,Murder,,,,,
FL,1892,4,19,Albert Robinson,Citrus ,Blk,Male,,Murder,,Albert Roberts,,,
FL,1906,5,17,Frank Jordan,Citrus ,Blk,Male,,Murder & robbery,,,,,
FL,1906,6,7,James Davis,Citrus ,Blk,Male,,Murder,,,,,
FL,1913,7,6,Roscoe Smith,Clay ,Blk,Male,,Murder,,,,,
FL,1919,11,29,Sam Mosley,Columbia,Blk,Male,,Assaulted women,,Samual Moseley,,,
FL,1890,7,17,Green Jackson,Columbia ,Blk,Male,,Rape,,,,,
FL,1892,6,25,Henry McDuffie,Columbia ,Blk,Male,,Theft & murder,,,,,
FL,1893,8,10,Unnamed Negro,Columbia ,Blk,Male,,Rape,Uncertain,,,,
FL,1893,11,8,Henry Boggs,Columbia ,Blk,Male,,Complicity in murder,,Henry Bogue,,,
FL,1895,5,30,James Freeman,Columbia ,Blk,Male,Blk,Attempted rape,,,,,
FL,1895,6,9,Unnamed Negro,Columbia ,Blk,Male,,Aided rapist,Uncertain,,,,
FL,1895,6,9,Unnamed Negro,Columbia ,Blk,Male,,Aided rapist,Uncertain,,,,
FL,1895,6,.,Unnamed Negro,Columbia ,Blk,Male,,Improper with white woman,,,,,
FL,1895,7,4,Robert Bennett,Columbia ,Blk,Male,,Assaulted woman (rape),,,,,
FL,1900,11,27,Spencer Williams,Columbia ,Blk,Male,,Murderous assault,,,,,
FL,1911,5,21,Jerry Gusto,Columbia ,Blk,Male,,Murder,,,,,
FL,1911,5,21,"Mark Norris, Jr.",Columbia ,Blk,Male,,Murder,,,,,
FL,1911,5,21,Unnamed Negro,Columbia ,Blk,Unk,,Murder,,,,,
FL,1911,5,21,Unnamed Negro,Columbia ,Blk,Unk,,Murder,,,,,
FL,1911,5,21,Unnamed Negro,Columbia ,Blk,Unk,,Murder,,,,,
FL,1911,5,21,Unnamed Negro,Columbia ,Blk,Unk,,Murder,,,,,
FL,1929,5,18,E. R. Romeo,Columbia ,Wht,Male,,Altercation,,E.R. Romer,N.G. Romey,,
FL,1895,8,17,Samuel Lewis,Dade ,Wht,Male,,Murder,,,,,
FL,1920,11,29,J. B. Harris,Dade ,Blk,Male,,Attm. assault (rape),,,,,
FL,1923,6,15,Wm. Simmons,Dade ,Blk,Male,,Murder,,"""Gray Eyed"" Simmons",,,
FL,1923,6,15,Roy Gaines,Dade ,Blk,Male,,Murder,Uncertain,,,,
FL,1892,2,15,Walter Austin,DeSoto ,Blk,Male,,Murder,,,,,
FL,1909,4,10,John Smith,DeSoto ,Blk,Male,,Attempted rape,,,,,
FL,1909,6,15,Unnamed Negro,DeSoto ,Blk,Male,,Attempted rape,,,,,
FL,1917,6,24,Shepherd Trent,DeSoto ,Blk,Male,,Attm. assault (rape),,,,,
